customer_id	customer_name	customer_city	customer_state	customer_zipcode
11873	Joe Collier	Caguas	PR	725
10693	Andrea Sparks	Hanover	PA	17331
1397	Dorothy Carter	Las Vegas	NV	89110
3668	Judy Smith	Salem	OR	97301
6497	Mary Lee	Aguadilla	PR	603
5435	Mary Smith	Lawrenceville	GA	30044
8630	Jeremy Smith	Sacramento	CA	95828
6654	Mary Simmons	Irving	TX	75060
5234	Shirley Humphrey	Caguas	PR	725
7681	Terry Mcknight	Caguas	PR	725
1217	Robert Compton	Chicago	IL	60660
4308	William Smith	Irvington	NJ	7111
9403	Mary Peters	Fountain Valley	CA	92708
12410	Bryan Smith	Sandusky	OH	44870
11600	Jean Finley	Caguas	PR	725
6934	Mary Ellis	Middletown	OH	45044
11149	Roy Smith	Caguas	PR	725
3519	Nicholas Ruiz	San Antonio	TX	78240
438	Diane Smith	Carlsbad	CA	92009
8071	Gary Baker	Plano	TX	75093
6285	Mary Garcia	Brooklyn	NY	11201
1419	Mary Black	Brooklyn	NY	11237
4158	Tyler Smith	Caguas	PR	725
5125	Mary Miller	Caguas	PR	725
11221	Mary Pittman	Antioch	TN	37013
5412	Roger Smith	Caguas	PR	725
10365	Amy Smith	Winnetka	CA	91306
8522	Mary Smith	Findlay	OH	45840
3804	Andrew Le	Hagerstown	MD	21740
2915	Sandra Green	Mission Viejo	CA	92691
7074	Mary Patton	Caguas	PR	725
1912	Robert Nunez	Caguas	PR	725
6027	Mary Moore	Hollister	CA	95023
4456	Evelyn Spencer	Miami	FL	33162
13	Mary Baldwin	Caguas	PR	725
1785	Mary Smith	Caguas	PR	725
2548	Mary Curtis	Hamilton	OH	45013
2670	Mary Smith	Caguas	PR	725
3054	Gregory Pope	Compton	CA	90220
10054	Zachary Hunt	Chicago	IL	60619
9330	Mary Conley	Caguas	PR	725
11482	Mary Smith	Caguas	PR	725
10832	Mary Khan	Caguas	PR	725
9934	Kathleen Smith	Bridgeton	NJ	8302
10528	Mary Smith	Tucson	AZ	85746
9608	Jack Lewis	Fontana	CA	92335
8336	Mary Smith	Hesperia	CA	92345
10816	Henry Turner	Dallas	TX	75216
11398	Brian Smith	Caguas	PR	725
2705	Mary Smith	Hanover	PA	17331
8134	Doris Smith	Elmhurst	NY	11373
8758	Mary Shelton	Caguas	PR	725
5301	Mary Ward	Caguas	PR	725
10761	David Smith	Caguas	PR	725
7176	Mary Hudson	Williamsport	PA	17701
152	Mary Smith	Caguas	PR	725
10150	Mary Vasquez	Caguas	PR	725
3458	Henry Smith	Caguas	PR	725
7733	Mary Torres	Hanford	CA	93230
5351	Mary Smith	Cleveland	OH	44109
1302	Alice Edwards	Caguas	PR	725
1627	Mary Gonzales	Caguas	PR	725
12369	Mary Martinez	Spokane	WA	99205
3255	Mary Christian	Caguas	PR	725
4633	Mary Smith	Caguas	PR	725
1817	Teresa Mitchell	Florissant	MO	63031
3745	Kimberly Smith	Caguas	PR	725
6660	Christine Smith	Spring Valley	CA	91977
2905	Kelly Livingston	Caguas	PR	725
414	Pamela Smith	Caguas	PR	725
7408	Mary Holmes	Peoria	AZ	85345
4181	Aaron Hudson	Ventura	CA	93003
312	Jack Smith	Houston	TX	77055
7192	Mary Bowers	Cumberland	MD	21502
2284	Mary Shaffer	Philadelphia	PA	19140
9775	Katherine Smith	Chicago	IL	60638
10559	Mary Jones	Caguas	PR	725
5809	Mary Nunez	Caguas	PR	725
3929	Amanda Levy	Methuen	MA	1844
2683	Mary Gallegos	Caguas	PR	725
9633	Catherine Smith	Saint Louis	MO	63136
5603	David Smith	Charlotte	NC	28205
11125	Edward Fitzgerald	Las Vegas	NV	89119
6212	Mary Smith	Caguas	PR	725
500	Nicholas Smith	Michigan City	IN	46360
1010	Carolyn Moss	Walnut	CA	91789
8512	Deborah Gonzalez	Bronx	NY	10468
2833	Eric Vega	Caguas	PR	725
10465	Cynthia Spence	San Diego	CA	92105
2082	Megan Holland	Norcross	GA	30093
268	Mary Miller	Caguas	PR	725
98	William Smith	Caguas	PR	725
11650	Mary Smith	Caguas	PR	725
2058	Mary Hernandez	Caguas	PR	725
11701	Mary Tucker	Caguas	PR	725
611	Lisa Cross	El Cajon	CA	92020
3552	Kathleen Smith	La Mesa	CA	91941
4878	Sandra Smith	Caguas	PR	725
11498	Scott Day	Caguas	PR	725
11609	Alice Lozano	Poway	CA	92064
5308	Mary Smith	Caguas	PR	725
7425	Rebecca Smith	Pompano Beach	FL	33068
5611	Michael Williamson	Virginia Beach	VA	23452
2738	Amber Holmes	Phoenix	AZ	85008
8731	Donna Allen	Detroit	MI	48224
24	Mary Smith	Caguas	PR	725
7346	Mary Hughes	Caguas	PR	725
8254	Jesse Esparza	Martinsburg	WV	25401
545	Joe Andrade	El Cajon	CA	92021
5759	Mary Brown	Caguas	PR	725
11917	Matthew Brooks	Caguas	PR	725
5641	Eric Cohen	Caguas	PR	725
5479	Mary Smith	Columbia	SC	29223
3621	Mary West	Caguas	PR	725
9473	Michelle Smith	Caguas	PR	725
12108	Gloria Stephens	Hilliard	OH	43026
2730	Mary Baldwin	Brooklyn	NY	11201
11619	Mary Anderson	Caguas	PR	725
1510	Mary Smith	Caguas	PR	725
11063	Mary Smith	Cary	NC	27511
2250	Amanda Smith	New York	NY	10040
10173	Kathleen Smith	Philadelphia	PA	19111
8280	Mary Tyler	Caguas	PR	725
5806	Mary Smith	Chesapeake	VA	23320
3132	Mary Gutierrez	Caguas	PR	725
7784	Mary Smith	Caguas	PR	725
12150	Paul Hancock	Dallas	TX	75211
12363	Kimberly Meza	Caguas	PR	725
11883	Steven Miller	Albuquerque	NM	87120
2935	Mary Smith	Knoxville	TN	37922
1581	Mary Smith	Saint Louis	MO	63116
7599	Gerald Smith	Caguas	PR	725
8973	Mary Smith	Caguas	PR	725
10538	Evelyn Gomez	Caguas	PR	725
2577	Mary Tucker	Katy	TX	77450
9942	Lisa Moore	Memphis	TN	38128
3189	Bryan Smith	Atlanta	GA	30318
5690	Mary Smith	Caguas	PR	725
8375	John Smith	Philadelphia	PA	19120
3317	Betty Smith	Los Angeles	CA	90027
660	Shirley Baker	Caguas	PR	725
547	Kathleen Contreras	Hyattsville	MD	20783
8659	Brenda Wong	Chandler	AZ	85224
11692	Mary Weber	Dayton	OH	45424
9001	Mary Smith	Canoga Park	CA	91304
3242	Mary Garcia	El Cajon	CA	92021
5253	Susan Watkins	Chandler	AZ	85225
10647	Amy Johnson	Chicago	IL	60622
2042	Sara Castro	Caguas	PR	725
2531	Mary Fitzpatrick	Caguas	PR	725
1898	Mary Hammond	Virginia Beach	VA	23452
2035	Mary Salas	Lockport	NY	14094
9458	Mary Carlson	Bronx	NY	10453
3222	Mary Williams	Lakewood	NJ	8701
11079	Russell Smith	Caguas	PR	725
3372	Virginia Smith	Princeton	NJ	8540
4314	Catherine Curry	Enfield	CT	6082
6617	Mary Barnes	Caguas	PR	725
4729	Robert Kaufman	Miami	FL	33142
4716	Edward Cooper	Caguas	PR	725
9601	Olivia Reid	Apex	NC	27502
8645	Andrew Johnston	Caguas	PR	725
2928	Sarah Larsen	Saint Paul	MN	55124
2069	Alice Ellison	Caguas	PR	725
10304	Mary Watson	Chicago	IL	60647
7795	Sandra Smith	Honolulu	HI	96822
4268	Ruth Deleon	Caguas	PR	725
10106	Mary Smith	Carrollton	TX	75006
4152	Deborah Martinez	Brooklyn	NY	11234
2175	Mary Smith	Austin	TX	78704
11540	Doris Smith	Fresno	CA	93727
12072	Mary Stevens	Denver	CO	80231
6679	Cynthia Smith	Sunnyvale	CA	94086
7279	Emily Smith	Massillon	OH	44646
2321	Mary Patel	Houston	TX	77084
10729	Mary Phillips	Caguas	PR	725
10981	Mary Smith	Lancaster	CA	93535
7457	Cheryl Smith	El Monte	CA	91732
10895	Mary Pierce	Caguas	PR	725
5406	Mary Whitehead	Algonquin	IL	60102
9115	Gary Clayton	New York	NY	10028
7848	Jessica Smith	Hickory	NC	28601
3823	Charles Ortega	Caguas	PR	725
7308	Teresa Jensen	Columbus	OH	43230
11740	Jacob Foster	El Cajon	CA	92021
576	Arthur Fisher	Houston	TX	77093
3339	Mary Payne	Caguas	PR	725
3865	Jessica Hunter	Caguas	PR	725
10811	Joshua Carter	Caguas	PR	725
12336	Joe Smith	Caguas	PR	725
699	Raymond Richards	Houston	TX	77036
9338	James Davis	Canoga Park	CA	91304
8744	Mary Wells	Salinas	CA	93905
5250	Donald Smith	Caguas	PR	725
361	Alexander Shaw	Caguas	PR	725
4097	Russell Smith	Aurora	CO	80015
9767	Mary Clayton	Caguas	PR	725
1824	Julia Tucker	Caguas	PR	725
11288	Cynthia Smith	Caguas	PR	725
6415	Terry Carpenter	Lindenhurst	NY	11757
7251	Benjamin Hamilton	Los Angeles	CA	90026
5032	Christopher Fry	Caguas	PR	725
10612	Anna Smith	Cleveland	OH	44118
7853	Aaron Smith	Caguas	PR	725
8157	Mary Marshall	Manati	PR	674
4315	Mary Smith	Caguas	PR	725
3235	Lori Baker	Caguas	PR	725
3311	Ryan Shelton	Caguas	PR	725
7931	Mary Mcdaniel	Glen Burnie	MD	21061
4329	Mary Ayala	Lindenhurst	NY	11757
7051	Russell Smith	Wheaton	IL	60187
11784	Mary Cunningham	Caguas	PR	725
4926	Mary Smith	Bronx	NY	10473
1574	Mary Smith	Miami	FL	33126
1083	Mary Herman	Dorchester Center	MA	2124
7082	Adam Blair	Fort Lauderdale	FL	33324
4447	Mary Wyatt	Canovanas	PR	729
73	Mary Smith	Caguas	PR	725
663	Mary Smith	Pacoima	CA	91331
5497	Katherine Skinner	San Diego	CA	92115
7186	Mary Meadows	Caguas	PR	725
6558	Ethan Smith	Caguas	PR	725
11980	Samuel Swanson	Caguas	PR	725
6458	Jonathan Franco	Reynoldsburg	OH	43068
8295	Margaret Lynch	Caguas	PR	725
2476	Gerald Smith	New Orleans	LA	70117
4488	Frances Smith	Caguas	PR	725
7367	Joseph Smith	Caguas	PR	725
2571	Zachary Beasley	Mount Pleasant	MI	48858
2087	Mary Burton	San Benito	TX	78586
5472	Joyce Vance	Brighton	MA	2135
10339	Steven Smith	Carol Stream	IL	60188
2676	Jeffrey Smith	Bensalem	PA	19020
10246	Barbara Cameron	Bronx	NY	10473
3795	Peter Williams	Caguas	PR	725
11694	Margaret Rios	Caguas	PR	725
11305	Mary Hartman	Caguas	PR	725
5179	Robert Smith	Irwin	PA	15642
3763	Mary Martinez	Warren	MI	48093
3697	Mary Hobbs	Ypsilanti	MI	48197
8178	Mary Barnes	Memphis	TN	38116
828	Johnny Herrera	Caguas	PR	725
1221	Mary Smith	Aurora	CO	80011
3766	David Chavez	Garden Grove	CA	92843
7684	Evelyn Harper	Brentwood	NY	11717
11450	Donald Nelson	Laredo	TX	78040
821	Daniel Clayton	Piscataway	NJ	8854
4220	Mary Morgan	Caguas	PR	725
11819	Jerry Vincent	Honolulu	HI	96816
10926	Mary Smith	Aguadilla	PR	603
7914	Mary Smith	Annapolis	MD	21401
1269	Mary Young	Santa Ana	CA	92701
3969	Carl Smith	Vega Baja	PR	693
6968	Mary Sims	Elyria	OH	44035
4372	Mary Smith	Caguas	PR	725
11506	Sara Baxter	South El Monte	CA	91733
5905	Denise Smith	Albuquerque	NM	87105
11967	Mary Beard	Daly City	CA	94015
7680	Sandra Heath	Freeport	NY	11520
12298	Mary Harper	Caguas	PR	725
964	Mary Frazier	New York	NY	10027
9555	Sandra Smith	Orange Park	FL	32073
4559	Margaret Mcdaniel	Tucson	AZ	85710
8493	Mark Pena	Caguas	PR	725
10580	Andrew Smith	Poway	CA	92064
10629	Robert Smith	Caguas	PR	725
10608	Ralph Kidd	Caguas	PR	725
11136	Gloria Smith	Hollywood	FL	33021
3828	Janice Carpenter	El Paso	TX	79936
4776	Mary Potter	Chapel Hill	NC	27514
3240	Kelly Golden	West Jordan	UT	84084
11183	Mary Smith	San Juan	PR	926
10157	Mary Todd	Detroit	MI	48205
7036	Maria Smith	Sanford	NC	27330
7542	Mary Moss	Buffalo	NY	14221
1557	Nicole Bolton	Douglasville	GA	30135
11583	Mary Smith	Blacksburg	VA	24060
5683	Rachel Smith	Cleveland	OH	44118
10890	Doris Moody	Caguas	PR	725
12025	Linda Collier	San Diego	CA	92111
4695	Hannah Guerra	Caguas	PR	725
970	Mary Alvarez	Caguas	PR	725
3808	Nancy Smith	Caguas	PR	725
8676	Mary Nguyen	North Las Vegas	NV	89030
7772	Mary Thompson	Bronx	NY	10467
12324	Ruth Townsend	Caguas	PR	725
4546	Mary Garcia	Riverside	CA	92509
3481	Ronald Obrien	Wyoming	MI	49509
1322	Aaron Williamson	Memphis	TN	38128
1655	Arthur Hunter	Caguas	PR	725
10783	Linda Smith	Caguas	PR	725
11264	George Smith	Caguas	PR	725
12044	Mary Smith	Caguas	PR	725
8504	Mary Davis	Virginia Beach	VA	23462
10003	Robert Kerr	Caguas	PR	725
11667	Mary Brooks	Hickory	NC	28601
5893	Mary Young	Caguas	PR	725
11025	Mary Smith	Chicago	IL	60645
1682	Mary Hall	Woodside	NY	11377
8583	Amber Clay	Salt Lake City	UT	84120
7145	Mary Smith	Lancaster	OH	43130
1684	Anna Smith	Caguas	PR	725
1160	Mary Randolph	Los Angeles	CA	90023
267	Richard Smith	Columbus	OH	43229
11499	Mary Smith	Brooklyn	NY	11209
2569	Mary Duncan	Caguas	PR	725
3357	Mary Smith	Lutz	FL	33549
9488	Mary Smith	Hialeah	FL	33012
9067	Harry Myers	Guayama	PR	784
11535	Dorothy Moon	Ypsilanti	MI	48197
6488	Mary Smith	Bristol	CT	6010
10202	Mary Wagner	Caguas	PR	725
8696	Mary Pope	Washington	DC	20009
11827	Mary Smith	Hollywood	FL	33021
10973	Debra Sullivan	Mayaguez	PR	680
4873	Samantha Wilson	San Diego	CA	92109
3390	Elizabeth Stephenson	Caguas	PR	725
289	Diana Richards	Morristown	NJ	7960
5275	Alan Smith	Trujillo Alto	PR	976
559	Paul Melton	Caguas	PR	725
330	Mary Smith	Caguas	PR	725
7954	Danielle Smith	York	PA	17404
5063	Frank Smith	Caguas	PR	725
3156	Kathleen Smith	Virginia Beach	VA	23454
8615	Mary Smith	San Antonio	TX	78207
627	Robert Smith	Honolulu	HI	96822
4565	Marilyn Stone	Caguas	PR	725
1541	Victoria Smith	Caguas	PR	725
9788	Mary Smith	Holland	MI	49423
7794	Jennifer Compton	Chicago	IL	60623
5792	Mary Smith	Saint Louis	MO	63116
1339	Melissa Mack	Caguas	PR	725
7766	Jack Smith	Saint Charles	MO	63301
9034	Paul Villa	Pomona	CA	91767
1759	Mary Barnett	Astoria	NY	11103
11089	Mary Smith	San Pablo	CA	94806
1279	Alexander Williams	Caguas	PR	725
3627	Mary Smith	Caguas	PR	725
10340	Nicholas Stevens	Caguas	PR	725
7400	Benjamin Smith	Caguas	PR	725
8331	Mary Norman	Caguas	PR	725
2561	Angela Smith	Jersey City	NJ	7307
11693	Mary Garrett	Philadelphia	PA	19144
3459	Mary Wright	Chicago	IL	60616
2875	Mary Roberts	Danbury	CT	6810
2937	Mary Mcclure	Caguas	PR	725
3252	Mary Smith	Caguas	PR	725
9580	Mary Robbins	Las Vegas	NV	89123
4061	Jeffrey Houston	Caguas	PR	725
4764	Christopher Smith	Caguas	PR	725
2023	Mary Fox	Brooklyn	NY	11206
10940	Mary Crawford	Caguas	PR	725
11712	Edward Smith	Woodbridge	VA	22193
198	Mary Joseph	Lancaster	PA	17601
10471	Mary Smith	Caguas	PR	725
1887	Katherine Jenkins	Mount Prospect	IL	60056
1636	Julie Petersen	Fort Washington	MD	20744
375	Mark Smith	Dallas	TX	75220
3051	John Johnson	Sugar Land	TX	77478
11072	Nathan Anthony	Wheaton	IL	60187
10286	Wayne Curtis	Laredo	TX	78046
5712	Mary Smith	Chandler	AZ	85224
2347	Rose Smith	Caguas	PR	725
9158	Mary Bender	Caguas	PR	725
2255	Cheryl Kline	Philadelphia	PA	19124
7594	Mary Smith	Wilkes Barre	PA	18702
9815	Cheryl Simmons	Caguas	PR	725
10839	Mary Blake	Detroit	MI	48234
6258	Mary Smith	Caguas	PR	725
5846	Betty Smith	Caguas	PR	725
12391	Evelyn Lewis	Caguas	PR	725
1624	Walter Huerta	Caguas	PR	725
6323	Gerald Roberts	Brighton	MA	2135
2171	Mary Jones	Caguas	PR	725
7776	Julie Smith	Caguas	PR	725
9182	Mary English	Troy	MI	48098
7334	Mary Wilkerson	Caguas	PR	725
10525	Mary Lopez	Caguas	PR	725
5014	Peter Smith	Highland Park	MI	48203
9570	William Sampson	Houston	TX	77084
1048	Frances Terrell	Huntington Station	NY	11746
5332	Mary Smith	Caguas	PR	725
11559	Mary Smith	Long Beach	CA	90804
7719	Dorothy Smith	Campbell	CA	95008
3044	Mary Hunter	Colorado Springs	CO	80918
1699	Mary Webb	Caguas	PR	725
1119	Bryan Ramos	North Richland Hills	TX	76180
9834	Mary Thompson	Huntington Park	CA	90255
8100	Victoria Smith	Upland	CA	91786
38	Mary Smith	Opelousas	LA	70570
2889	Tyler Smith	Hialeah	FL	33010
7091	Elizabeth Wells	Taunton	MA	2780
1670	Keith Callahan	Opelousas	LA	70570
6038	Sharon Brooks	Plainfield	NJ	7060
9724	Mary Black	Caguas	PR	725
9600	Nicholas Sanders	Toms River	NJ	8753
9033	Mary Schaefer	Marrero	LA	70072
7415	Mary Smith	Caguas	PR	725
5480	Matthew Jones	Caguas	PR	725
11350	Brittany Lynch	Dearborn	MI	48126
8094	Gregory Rivas	Milwaukee	WI	53215
967	Madison Smith	Caguas	PR	725
4053	Rebecca Turner	Caguas	PR	725
10680	Amy Alvarez	Fontana	CA	92335
5293	Michelle Callahan	Sacramento	CA	95823
4701	Joyce Barker	Caguas	PR	725
10382	Mary Romero	Santa Ana	CA	92707
8591	Mary Smith	Caguas	PR	725
10744	Samantha Smith	Palatine	IL	60067
9574	Mary Smith	Caguas	PR	725
1101	Mary Smith	Rowland Heights	CA	91748
6900	Judith Pham	Caguas	PR	725
11195	Jacqueline Smith	Caguas	PR	725
10153	Mary Smith	Caguas	PR	725
10958	Joan Smith	Los Angeles	CA	90024
4119	Peter Smith	Santa Ana	CA	92704
2891	Victoria Pitts	Lake Forest	CA	92630
2638	Mary Hardy	Caguas	PR	725
2416	Susan Sullivan	Houston	TX	77088
9135	Mary Johnson	Caguas	PR	725
8151	Michael Mcgee	Caguas	PR	725
7500	Mary Smith	Caguas	PR	725
5955	Mildred Burke	Carolina	PR	985
8160	Mary Young	El Centro	CA	92243
7389	Mary Ray	Caguas	PR	725
2524	Mary Mays	Caguas	PR	725
8201	Lauren Smith	Caguas	PR	725
7329	Deborah Mendez	Las Vegas	NV	89101
6642	Mary Gill	Florissant	MO	63031
11500	Mary Martin	Caguas	PR	725
7360	Mary Smith	Caguas	PR	725
1297	Christopher Roberts	San Diego	CA	92105
5169	Tiffany Berger	Caguas	PR	725
1528	Anthony Smith	Reno	NV	89502
1950	Mary Boyer	New Bedford	MA	2740
3587	Michelle Potter	Caguas	PR	725
4627	Eric Lang	Arlington Heights	IL	60004
3204	Edward Smith	Caguas	PR	725
655	Joseph Dougherty	Caguas	PR	725
8570	Mary Cunningham	Escondido	CA	92025
1884	Joan Sanders	Pacoima	CA	91331
749	Jesse Matthews	Caguas	PR	725
3597	Margaret Smith	Miami	FL	33162
10005	Zachary Day	Clearfield	UT	84015
187	Mildred Herrera	Antioch	CA	94509
8686	Dorothy Higgins	Caguas	PR	725
7646	Mary Smith	Caguas	PR	725
9269	Angela English	Citrus Heights	CA	95610
8624	Theresa Welch	Miami	FL	33126
12255	Mary Davis	Ontario	CA	91764
10616	Mary Little	Caguas	PR	725
7878	Helen Lewis	Caguas	PR	725
11012	Mary Smith	Fond Du Lac	WI	54935
4996	Christine Zimmerman	Olathe	KS	66062
11793	Thomas Riley	Caguas	PR	725
6594	Rebecca Austin	Caguas	PR	725
10193	Mary Hernandez	San Diego	CA	92117
11021	Brenda Shaw	Caguas	PR	725
1476	Eugene Bray	Ewa Beach	HI	96706
7486	Mary Kent	Azusa	CA	91702
3971	John Smith	Jonesboro	AR	72401
11463	Mary Smith	Murfreesboro	TN	37130
7904	Mary Smith	Caguas	PR	725
8457	Joseph Larsen	Bakersfield	CA	93307
9624	Ann Smith	Caguas	PR	725
2197	Joseph Smith	Caguas	PR	725
22	Joseph Smith	North Bergen	NJ	7047
7551	Robert Richardson	El Paso	TX	79907
11972	Henry Smith	Piscataway	NJ	8854
5009	Aaron Smith	Caguas	PR	725
1522	Mary Yates	Stamford	CT	6902
10163	Theresa Smith	Caguas	PR	725
10352	Mary Smith	Miami	FL	33142
5500	Diane Smith	West Jordan	UT	84084
2741	Jason Smith	Long Beach	CA	90805
6518	Mary Smith	Warren	MI	48093
1611	Jennifer Smith	Bakersfield	CA	93306
7134	Mary Hammond	Caguas	PR	725
5529	Mary Smith	Hilliard	OH	43026
332	Mary Smith	Placentia	CA	92870
5658	Michael Wiley	Harlingen	TX	78550
7012	Mary Allen	Caguas	PR	725
1158	Emily Price	Caguas	PR	725
11877	Jeffrey Krueger	San Francisco	CA	94122
10626	Emma Anderson	Caguas	PR	725
8948	Russell Smith	Cerritos	CA	90703
4487	Rebecca Knight	Diamond Bar	CA	91765
12314	Bruce Smith	Caguas	PR	725
11537	Lori Phelps	Caguas	PR	725
6437	Sara Duarte	Caguas	PR	725
1873	Ronald Scott	Caguas	PR	725
10851	Dylan Stephens	Saint Charles	MO	63301
2818	Mary Smith	Michigan City	IN	46360
5616	Mary Dudley	Oxnard	CA	93030
4265	Debra Smith	Anaheim	CA	92805
9380	Ryan Carson	South El Monte	CA	91733
4676	Donna Randolph	Reseda	CA	91335
5337	Samuel Stephenson	Caguas	PR	725
6256	Mary Murray	North Bergen	NJ	7047
4210	Matthew Roach	Phoenix	AZ	85029
7031	Virginia Smith	Caguas	PR	725
2328	Victoria Stevens	Caguas	PR	725
9023	Jonathan Schmidt	Cleveland	OH	44130
1713	Mary Gardner	Frankfort	KY	40601
762	Mary Smith	Caguas	PR	725
8720	Mary Alvarado	Strongsville	OH	44136
1271	Carolyn Shea	Simi Valley	CA	93065
767	Christine Horne	Caguas	PR	725
8989	Sarah Aguilar	Caguas	PR	725
1071	Mary Roach	Chicago	IL	60623
872	Keith Barnes	Caguas	PR	725
8767	Timothy Mejia	Pasadena	MD	21122
946	Mary Smith	La Mesa	CA	91941
10257	Michael Smith	Tucson	AZ	85710
6561	Jane Day	San Benito	TX	78586
11134	Robert Lopez	Caguas	PR	725
2734	Louis Richardson	Valrico	FL	33594
2536	Richard Pineda	Los Angeles	CA	90044
1888	Julia Smith	Ypsilanti	MI	48197
7963	Mary Fisher	New York	NY	10040
4491	Mary Banks	Elmhurst	NY	11373
9708	Cynthia Smith	Los Angeles	CA	90026
1929	Kathryn Smith	San Antonio	TX	78227
11857	Judy Wall	Caguas	PR	725
3170	Mary Smith	Woodbridge	VA	22192
3676	Mary Smith	Fargo	ND	58103
2220	James Smith	Caguas	PR	725
4522	Mary Dennis	Wyoming	MI	49509
6093	Douglas Jacobs	Santa Ana	CA	92704
11681	Roy Jackson	Caguas	PR	725
5370	Andrew Smith	San Diego	CA	92117
11128	Timothy Lyons	Miami	FL	33157
103	Mary Williams	Broomfield	CO	80020
2793	Mary Smith	Caguas	PR	725
535	Patricia Hunt	Bronx	NY	10453
1267	Sharon Mclaughlin	Florissant	MO	63033
3075	Jonathan Peterson	Algonquin	IL	60102
8034	Mary Smith	Caguas	PR	725
3057	Mary Smith	Chicago	IL	60621
1686	Mary Smith	Los Angeles	CA	90001
5451	Wayne Torres	Chicago	IL	60632
2669	Dorothy Buck	Costa Mesa	CA	92627
8365	Matthew Norman	Caguas	PR	725
9418	Debra Snow	Caguas	PR	725
9732	Nancy Jennings	Caguas	PR	725
11401	Mary Smith	Caguas	PR	725
11347	Ruth Jones	San Jose	CA	95123
11489	Dorothy Hudson	Chicago	IL	60613
11465	Mary Smith	Union City	CA	94587
11962	Diana Smith	Caguas	PR	725
4964	Charles Martinez	Brooklyn	NY	11216
4025	Janet Schmidt	Oceanside	CA	92057
11710	Jacob Hopkins	Hawthorne	CA	90250
12157	Rose Morrow	Jacksonville	NC	28540
9174	Tyler Smith	Corona	NY	11368
6174	Carl Bright	Massapequa	NY	11758
6493	Mary Best	Caguas	PR	725
1538	Mary Smith	Caguas	PR	725
8234	Kevin Smith	Vacaville	CA	95687
318	Samantha Smith	Caguas	PR	725
513	Tyler Smith	Caguas	PR	725
7919	Brittany Kent	Augusta	GA	30906
10472	Margaret Cook	Bakersfield	CA	93307
10077	Judith Smith	Las Vegas	NV	89110
7925	William Smith	Houston	TX	77072
7616	Mary Mason	Caguas	PR	725
3759	Mary Taylor	Caguas	PR	725
10389	Daniel Jackson	Caguas	PR	725
9846	Michelle Horn	Los Angeles	CA	90066
6658	Mary Smith	Plano	TX	75023
7317	Mary Smith	Caguas	PR	725
11301	Helen Bauer	Winter Park	FL	32792
8771	Karen Green	Caguas	PR	725
2245	Megan Johnson	Las Vegas	NV	89101
8802	Mary Donovan	Amarillo	TX	79109
5588	Jane Hopkins	Santa Ana	CA	92707
124	Judy Smith	Caguas	PR	725
2164	Ethan Smith	Caguas	PR	725
11433	Peter Smith	Caguas	PR	725
7054	Maria Arnold	Caguas	PR	725
7739	Kathy Morris	Caguas	PR	725
12400	Mary Smith	Caguas	PR	725
9049	Brenda Wright	Caguas	PR	725
1429	Pamela Murphy	Caguas	PR	725
7655	Mary Smith	Caguas	PR	725
1991	Lori Wells	Caguas	PR	725
2449	Mary Burke	Elgin	IL	60123
8226	Mary Ritter	Caguas	PR	725
4777	David Smith	Caguas	PR	725
2636	Christian Smith	Caguas	PR	725
4320	Jordan Taylor	Caguas	PR	725
4244	Mark Hooper	Glendale	AZ	85308
5864	Mary Gentry	Newburgh	NY	12550
9201	Christian Smith	Martinsburg	WV	25401
5764	William Weiss	Caguas	PR	725
8903	Mary Torres	Ypsilanti	MI	48197
712	Mary Ayala	Vega Baja	PR	693
10591	Deborah Humphrey	Plymouth	MA	2360
4596	Mary Burns	Federal Way	WA	98023
10328	Mary Smith	Dallas	TX	75243
8638	Daniel Wood	Los Angeles	CA	90057
